"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"4161","SGRY","Surgery Partners, Inc.","14.81","$724.24M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sgry",NA
"4162","SRDX","Surmodics, Inc.","63.1","$842.49M","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srdx",NA
"4163","STRO","Sutro Biopharma, Inc.","14.53","$331.63M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/stro",NA
"4164","SIVB","SVB Financial Group","281.84","$15B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sivb",NA
"4165","SYKE","Sykes Enterprises, Incorporated","30.03","$1.29B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/syke",NA
"4166","SYMC","Symantec Corporation","19.67","$12.23B","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/symc",NA
"4167","SYNC","Synacor, Inc.","2.01","$78.32M","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync",NA
"4168","SYNL","Synalloy Corporation","18.68","$164.43M","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/synl",NA
"4169","SYNA","Synaptics Incorporated","36.88","$1.29B","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/syna",NA
"4170","SNCR","Synchronoss Technologies, Inc.","6.25","$266.63M","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/sncr",NA
"4171","SNDX","Syndax Pharmaceuticals, Inc.","7.29","$170.26M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx",NA
"4172","SYNH","Syneos Health, Inc.","46.13","$4.75B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/synh",NA
"4173","SGYP","Synergy Pharmaceuticals, Inc.","1.42","$352.14M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sgyp",NA
"4174","SNPS","Synopsys, Inc.","88.1","$13.09B","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/snps",NA
"4175","SES","Synthesis Energy Systems, Inc.","1.7","$18.7M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ses",NA
"4176","SYPR","Sypris Solutions, Inc.","1.26","$26.96M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sypr",NA
"4177","SYRS","Syros Pharmaceuticals, Inc.","7.11","$239.28M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs",NA
"4178","TROW","T. Rowe Price Group, Inc.","100.06","$24.33B","1986","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/trow",NA
"4179","TTOO","T2 Biosystems, Inc.","4.74","$207.46M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",NA
"4180","TRHC","Tabula Rasa HealthCare, Inc.","76.16","$1.55B","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/trhc",NA
"4181","TCMD","Tactile Systems Technology, Inc.","64.47","$1.18B","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",NA
"4182","TAIT","Taitron Components Incorporated","1.79","$10.03M","1995","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tait",NA
"4183","TTWO","Take-Two Interactive Software, Inc.","122.45","$13.94B","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",NA
"4184","TLND","Talend S.A.","61.76","$1.85B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",NA
"4185","TNDM","Tandem Diabetes Care, Inc.","36.12","$2.07B","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",NA
"4186","TLF","Tandy Leather Factory, Inc.","7.5384","$69.01M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",NA
"4187","TANH","Tantech Holdings Ltd.","1.56","$44.78M","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",NA
"4188","TAOP","Taoping Inc.","1.22","$49.73M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",NA
"4189","TEDU","Tarena International, Inc.","8.25","$456.05M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu",NA
"4190","TATT","TAT Technologies Ltd.","6.65","$60.66M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",NA
"4191","TAYD","Taylor Devices, Inc.","11.6","$40.15M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tayd",NA
"4192","AMTD","TD Ameritrade Holding Corporation","50.48","$28.65B","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/amtd",NA
"4193","PETZ","TDH Holdings, Inc.","1.81","$17.06M","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz",NA
"4194","TECD","Tech Data Corporation","69.63","$2.67B","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",NA
"4195","TCCO","Technical Communications Corporation","4.2446","$7.85M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",NA
"4196","TTGT","TechTarget, Inc.","21.18","$584.16M","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ttgt",NA
"4197","TGLS","Tecnoglass Inc.","9.58","$354.86M","2012","Consumer Durables","Electronic Components","https://www.nasdaq.com/symbol/tgls",NA
"4198","TGEN","Tecogen Inc.","3.37","$83.64M","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tgen",NA
"4199","TNAV","Telenav, Inc.","4.54","$205.42M","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnav",NA
"4200","TLGT","Teligent, Inc.","3.46","$185.24M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",NA
"4201","TELL","Tellurian Inc.","8.85","$2.13B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tell",NA
"4202","TENB","Tenable Holdings, Inc.","28.89","$2.69B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tenb",NA
"4203","TENX","Tenax Therapeutics, Inc.","4.95","$7.25M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx",NA
"4204","TERP","TerraForm Power, Inc.","11.12","$2.32B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/terp",NA
"4205","TBNK","Territorial Bancorp Inc.","28.77","$280.21M","2009","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tbnk",NA
"4206","TSRO","TESARO, Inc.","41.75","$2.29B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tsro",NA
"4207","TSLA","Tesla, Inc. ","260","$44.35B","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tsla",NA
"4208","TESS","TESSCO Technologies Incorporated","13.3","$112.07M","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess",NA
"4209","TTEK","Tetra Tech, Inc.","66.53","$3.68B","1991","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/ttek",NA
"4210","TTPH","Tetraphase Pharmaceuticals, Inc.","2.32","$122.63M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",NA
"4211","TCBI","Texas Capital Bancshares, Inc.","66.83","$3.35B","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbi",NA
"4212","TXN","Texas Instruments Incorporated","98.26","$95.53B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn",NA
"4213","TXRH","Texas Roadhouse, Inc.","66.16","$4.73B","2004","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/txrh",NA
"4214","TFSL","TFS Financial Corporation","14.61","$4.1B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tfsl",NA
"4215","TGTX","TG Therapeutics, Inc.","5.37","$444.74M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx",NA
"4216","ANDE","The Andersons, Inc.","35.96","$1.02B","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/ande",NA
"4217","TBBK","The Bancorp, Inc.","9.38","$529.46M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tbbk",NA
"4218","CG","The Carlyle Group L.P.","20.16","$6.75B","2012","Finance","Investment Managers","https://www.nasdaq.com/symbol/cg",NA
"4219","CAKE","The Cheesecake Factory Incorporated","49.59","$2.27B","1992","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cake",NA
"4220","CHEF","The Chefs&#39; Warehouse, Inc.","32.4","$971.09M","2011","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/chef",NA
"4221","TCFC","The Community Financial Corporation","32.12","$179.07M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcfc",NA
"4222","DSGX","The Descartes Systems Group Inc.","30.47","$2.34B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dsgx",NA
"4223","DXYN","The Dixie Group, Inc.","1.5","$24.68M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/dxyn",NA
"4224","ENSG","The Ensign Group, Inc.","37.75","$1.97B","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg",NA
"4225","XONE","The ExOne Company","8.74","$141.61M","2013","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/xone",NA
"4226","FBMS","The First Bancshares, Inc.","36.63","$478.61M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fbms",NA
"4227","FLIC","The First of Long Island Corporation","20.57","$522.91M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/flic",NA
"4228","GT","The Goodyear Tire & Rubber Company","20.27","$4.8B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gt",NA
"4229","HABT","The Habit Restaurants, Inc.","14.91","$388.39M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/habt",NA
"4230","HCKT","The Hackett Group, Inc.","19.86","$585.11M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hckt",NA
"4231","HAIN","The Hain Celestial Group, Inc.","25.25","$2.62B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/hain",NA
"4232","INTG","The Intergroup Corporation","34.53","$81.15M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/intg",NA
"4233","JYNT","The Joint Corp.","8.38","$115.02M","2014","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/jynt",NA
"4234","KEYW","The KEYW Holding Corporation","8.15","$406.51M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/keyw",NA
"4235","KHC","The Kraft Heinz Company","57.56","$70.18B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/khc",NA
"4236","LOVE","The Lovesac Company","21.42","$276.89M","2018","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/love",NA
"4237","MDCO","The Medicines Company","26.9","$1.98B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdco",NA
"4238","MEET","The Meet Group, Inc.","4.35","$319.11M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/meet",NA
"4239","MIK","The Michaels Companies, Inc.","16.23","$2.78B","2014","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/mik",NA
"4240","MIDD","The Middleby Corporation","114.67","$6.39B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/midd",NA
"4241","NAVG","The Navigators Group, Inc.","69.33","$2.06B","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/navg",NA
"4242","STKS","The ONE Group Hospitality, Inc.","3.29","$91.11M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/stks",NA
"4243","PRSC","The Providence Service Corporation","64.56","$826.97M","2003","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/prsc",NA
"4244","RMR","The RMR Group Inc.","76.88","$2.4B","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/rmr",NA
"4245","SMPL","The Simply Good Foods Company","19.42","$1.37B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smpl",NA
"4246","TSG","The Stars Group Inc.","23.25","$6.33B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/tsg",NA
"4247","TTD","The Trade Desk, Inc.","121.3","$5.21B","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ttd",NA
"4248","ULTI","The Ultimate Software Group, Inc.","294.01","$9.17B","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ulti",NA
"4249","YORW","The York Water Company","32.23","$416.25M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/yorw",NA
"4250","NCTY","The9 Limited","2.6","$20.09M","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ncty",NA
"4251","TXMD","TherapeuticsMD, Inc.","5.48","$1.29B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/txmd",NA
"4252","TRPX","Therapix Biosciences Ltd.","4.3","$15.04M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx",NA
"4253","TBPH","Theravance Biopharma, Inc.","29.13","$1.61B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tbph",NA
"4254","TST","TheStreet, Inc.","2.02","$100.2M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tst",NA
"4255","TBRG","Thunder Bridge Acquisition, Ltd.","9.69","$75.57M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tbrg",NA
"4256","TIBR","Tiberius Acquisition Corporation","9.65","$54.32M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibr",NA
"4257","TTS","Tile Shop Hldgs, Inc.","6.17","$325.19M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/tts",NA
"4258","TLRY","Tilray, Inc.","145.3","$13.53B","2018","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/tlry",NA
"4259","TSBK","Timberland Bancorp, Inc.","29.43","$217.66M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/tsbk",NA
"4260","TIPT","Tiptree Inc.","5.83","$213.16M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/tipt",NA
"4261","TITN","Titan Machinery Inc.","14.83","$329.5M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/titn",NA
"4262","TMDI","Titan Medical Inc.","2.02","$43.79M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tmdi",NA
"4263","TTNP","Titan Pharmaceuticals, Inc.","0.3784","$11.39M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ttnp",NA
"4264","TVTY","Tivity Health, Inc.","33.36","$1.33B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/tvty",NA
"4265","TIVO","TiVo Corporation","12.88","$1.59B","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/tivo",NA
"4266","TMUS","T-Mobile US, Inc.","69.75","$59.09B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tmus",NA
"4267","TMSR","TMSR Holding Company Limited","2.9622","$71.3M","2015","Finance","Business Services","https://www.nasdaq.com/symbol/tmsr",NA
"4268","TOCA","Tocagen Inc.","11.83","$236.02M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/toca",NA
"4269","TNXP","Tonix Pharmaceuticals Holding Corp.","0.72","$6.85M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tnxp",NA
"4270","TISA","Top Image Systems, Ltd.","0.8593","$15.68M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa",NA
"4271","TOPS","TOP Ships Inc.","1.27","$21.56M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tops",NA
"4272","TRCH","Torchlight Energy Resources, Inc.","0.8801","$61.66M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/trch",NA
"4273","TRMD","TORM plc","5.8401","$431.58M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/trmd",NA
"4274","TSEM","Tower Semiconductor Ltd.","19.44","$1.93B","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",NA
"4275","CLUB","Town Sports International Holdings, Inc.","8.92","$242.54M","2006","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/club",NA
"4276","TPIC","TPI Composites, Inc.","25.1","$863.75M","2016","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tpic",NA
"4277","TCON","TRACON Pharmaceuticals, Inc.","1.51","$45.06M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcon",NA
"4278","TSCO","Tractor Supply Company","86.86","$10.58B","1994","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/tsco",NA
"4279","TWMC","Trans World Entertainment Corp.","0.98","$35.5M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/twmc",NA
"4280","TACT","TransAct Technologies Incorporated","15.22","$112.29M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact",NA
"4281","TRNS","Transcat, Inc.","20.54","$147.89M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/trns",NA
"4282","TGA","TransGlobe Energy Corporation","2.99","$215.89M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tga",NA
"4283","TBIO","Translate Bio, Inc.","5.82","$262.72M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tbio",NA
"4284","TA","TravelCenters of America LLC","4.78","$190.11M","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta",NA
"4285","TZOO","Travelzoo","10.8","$132.67M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",NA
"4286","TRMT","Tremont Mortgage Trust","11.1748","$35.12M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/trmt",NA
"4287","TRVN","Trevena, Inc.","0.8236","$62.66M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvn",NA
"4288","TPCO","Tribune Publishing Company","15.22","$539.71M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tpco",NA
"4289","TCDA","Tricida, Inc.","30.04","$1.26B","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tcda",NA
"4290","TCBK","TriCo Bancshares","35.04","$1.07B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbk",NA
"4291","TDAC","Trident Acquisitions Corp.","9.82","$69.07M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdac",NA
"4292","TRIL","Trillium Therapeutics Inc.","3.71","$53.51M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tril",NA
"4293","TRS","TriMas Corporation","28.08","$1.29B","2007","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/trs",NA
"4294","TRMB","Trimble Inc.","38.08","$9.52B","1990","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trmb",NA
"4295","TRIB","Trinity Biotech plc","3.41","$71.37M","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",NA
"4296","TMCX","Trinity Merger Corp.","9.83","$103.58M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tmcx",NA
"4297","TRIP","TripAdvisor, Inc.","46.6","$6.41B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip",NA
"4298","TSC","TriState Capital Holdings, Inc.","24.75","$715.79M","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/tsc",NA
"4299","TBK","Triumph Bancorp, Inc.","35.6","$935.56M","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/tbk",NA
"4300","TRVG","trivago N.V.","5.1","$1.79B","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",NA
"4301","TROV","TrovaGene, Inc.","1.1","$19.46M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",NA
"4302","TRUE","TrueCar, Inc.","11.49","$1.17B","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true",NA
"4303","THST","Truett-Hurst, Inc.","1.92","$8.63M","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/thst",NA
"4304","TRUP","Trupanion, Inc.","27.08","$895.79M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",NA
"4305","TRST","TrustCo Bank Corp NY","7.65","$738.54M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trst",NA
"4306","TRMK","Trustmark Corporation","31.47","$2.13B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trmk",NA
"4307","TSRI","TSR, Inc.","6.6328","$13.01M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",NA
"4308","TTEC","TTEC Holdings, Inc.","25.45","$1.18B","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",NA
"4309","TTMI","TTM Technologies, Inc.","14.35","$1.49B","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",NA
"4310","TCX","Tucows Inc.","53.55","$568.4M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",NA
"4311","TUES","Tuesday Morning Corp.","3.18","$146.02M","1999","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tues",NA
"4312","TOUR","Tuniu Corporation","6.45","$836.17M","2014","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/tour",NA
"4313","HEAR","Turtle Beach Corporation","21.21","$292.61M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",NA
"4314","TWLV","Twelve Seas Investment Company","9.63","$257.88M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlv",NA
"4315","FOX","Twenty-First Century Fox, Inc.","45.53","$84.48B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/fox",NA
"4316","TWIN","Twin Disc, Incorporated","19.99","$261.24M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",NA
"4317","TRCB","Two River Bancorp","16.75","$143.34M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trcb",NA
"4318","TYME","Tyme Technologies, Inc.","2.38","$240.92M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",NA
"4319","USCR","U S Concrete, Inc.","31.36","$527.41M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/uscr",NA
"4320","PRTS","U.S. Auto Parts Network, Inc.","1.47","$47.33M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prts",NA
"4321","USEG","U.S. Energy Corp.","0.9696","$12.71M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/useg",NA
"4322","GROW","U.S. Global Investors, Inc.","1.26","$19.08M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/grow",NA
"4323","UBNT","Ubiquiti Networks, Inc.","88.29","$6.53B","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",NA
"4324","UFPT","UFP Technologies, Inc.","33.71","$248.09M","1993","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/ufpt",NA
"4325","ULTA","Ulta Beauty, Inc.","270.78","$16.18B","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/ulta",NA
"4326","UCTT","Ultra Clean Holdings, Inc.","11.05","$430.23M","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",NA
"4327","UPL","Ultra Petroleum Corp.","1.45","$285.73M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/upl",NA
"4328","RARE","Ultragenyx Pharmaceutical Inc.","63.28","$3.18B","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",NA
"4329","ULBI","Ultralife Corporation","7.75","$123.58M","1992","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ulbi",NA
"4330","UMBF","UMB Financial Corporation","66.25","$3.32B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/umbf",NA
"4331","UMPQ","Umpqua Holdings Corporation","19.61","$4.32B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/umpq",NA
"4332","UNAM","Unico American Corporation","6.95","$36.88M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/unam",NA
"4333","UBSH","Union Bankshares Corporation","34.12","$2.25B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsh",NA
"4334","UNB","Union Bankshares, Inc.","46.5","$207.66M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unb",NA
"4335","QURE","uniQure N.V.","26.68","$993.9M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",NA
"4336","UBCP","United Bancorp, Inc.","12.893","$69.42M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubcp",NA
"4337","UBOH","United Bancshares, Inc.","22.89","$74.81M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uboh",NA
"4338","UBSI","United Bankshares, Inc.","33.73","$3.5B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubsi",NA
"4339","UCBI","United Community Banks, Inc.","25.31","$2B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ucbi",NA
"4340","UCFC","United Community Financial Corp.","9.26","$462.35M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ucfc",NA
"4341","UAL","United Continental Holdings, Inc.","87.43","$23.82B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ual",NA
"4342","UBNK","United Financial Bancorp, Inc. ","15.73","$804.19M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/ubnk",NA
"4343","UFCS","United Fire Group, Inc","49.17","$1.23B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ufcs",NA
"4344","UIHC","United Insurance Holdings Corp.","20.16","$863.3M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/uihc",NA
"4345","UNFI","United Natural Foods, Inc.","26.76","$1.35B","1996","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/unfi",NA
"4346","UBFO","United Security Bancshares","10.72","$181.19M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubfo",NA
"4347","USLM","United States Lime & Minerals, Inc.","76.9","$430.48M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/uslm",NA
"4348","UTHR","United Therapeutics Corporation","122.95","$5.36B","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/uthr",NA
